Player ID,Game Version,Age,Overall,Potential,Postion,International Reputation,Weak Foot,Skill Moves,Attack Rate,Defence Rate
207865,FIFA23,28,88,90,CB,3,3,3,Medium, High
239818,FIFA23,25,88,91,RCB,3,4,2,Medium, High
192448,FIFA23,30,88,89,GK,4,4,1,Medium, Medium
193041,FIFA23,35,88,88,SUB,3,3,1,Medium, Medium
230621,FIFA23,23,88,92,GK,3,3,1,Medium, Medium
176580,FIFA21,33,87,87,RS,5,4,3,High, Medium
212198,FIFA21,25,87,90,CAM,2,4,4,High, High
194765,FIFA21,29,87,87,RW,4,3,4,Medium, Medium
177003,FIFA21,34,87,87,RCM,4,4,4,High, Medium
231281,FIFA21,21,87,92,RB,2,4,3,High, Medium
201942,FIFA21,28,87,87,CF,3,4,5,High, High
209499,FIFA21,26,87,89,CDM,3,2,3,Medium, High
183898,FIFA21,32,87,87,RES,4,2,5,High, Medium
200104,FIFA21,27,87,87,LM,3,5,4,High, High
216267,FIFA21,26,87,89,LB,3,2,3,High, High
218667,FIFA21,25,87,88,LCM,2,3,4,High, High
188567,FIFA21,31,87,87,LW,3,4,4,High, High
192387,FIFA21,30,87,87,RS,3,4,3,High, Medium
189511,FIFA21,31,87,87,RCM,4,3,3,Medium, Medium
233049,FIFA21,20,87,93,RS,3,3,5,High, Medium
212218,FIFA21,26,87,90,LCB,2,3,2,Medium, Medium
138956,FIFA21,35,87,87,LCB,4,3,2,Medium, High
193041,FIFA21,33,87,87,GK,3,3,1,Medium, Medium
167948,FIFA21,33,87,87,GK,4,1,1,Medium, Medium
186153,FIFA21,30,87,87,GK,3,3,1,Medium, Medium
209658,FIFA22,26,87,88,LDM,4,4,3,High, Medium
177003,FIFA22,35,87,87,RCM,4,4,4,Medium, Medium
228702,FIFA22,24,87,92,RCM,3,3,4,High, Medium
231281,FIFA22,22,87,92,RB,3,4,3,High, Medium
195864,FIFA22,28,87,87,RDM,4,4,5,High, Medium
199556,FIFA22,28,87,87,CM,3,4,4,Medium, High
183898,FIFA22,33,87,87,SUB,4,2,5,High, Medium
216267,FIFA22,27,87,88,LB,3,2,3,High, High
189596,FIFA22,31,87,87,CAM,4,4,3,High, High
211110,FIFA22,27,87,88,CAM,3,3,4,Medium, Medium
207865,FIFA22,27,87,90,RCB,3,3,3,Medium, High
153079,FIFA22,33,87,87,ST,4,4,4,High, Medium
192387,FIFA22,31,87,87,ST,4,4,3,High, Medium
233049,FIFA22,21,87,91,LM,3,3,5,High, Medium
239818,FIFA22,24,87,91,RCB,3,4,2,Medium, High
167948,FIFA22,34,87,87,GK,4,1,1,Medium, Medium
186153,FIFA22,31,87,87,GK,3,3,1,Medium, Medium
209658,FIFA23,27,87,88,SUB,4,4,3,High, Medium
228702,FIFA23,25,87,92,RCM,3,3,4,High, Medium
231281,FIFA23,23,87,90,RB,3,4,3,High, Medium
199556,FIFA23,29,87,87,RCM,3,4,4,Medium, High
209499,FIFA23,28,87,88,CDM,3,2,3,Medium, High
216267,FIFA23,28,87,87,LB,3,2,3,High, High
189596,FIFA23,32,87,87,CAM,4,4,3,High, High
231866,FIFA23,26,87,89,CDM,3,4,3,Medium, High
153079,FIFA23,33,87,87,SUB,4,4,4,High, Medium
205452,FIFA23,29,87,88,RCB,2,3,2,High, High
201024,FIFA23,31,87,87,LCB,3,4,2,Medium, High
215698,FIFA23,26,87,90,GK,2,4,1,Medium, Medium
193080,FIFA23,31,87,87,GK,4,3,1,Medium, Medium
167948,FIFA23,35,87,87,GK,4,1,1,Medium, Medium
195864,FIFA21,27,86,87,RDM,4,4,5,High, Medium
189332,FIFA21,31,86,86,LB,3,3,3,High, Medium
183711,FIFA21,30,86,86,RCM,2,3,3,High, High
199556,FIFA21,27,86,87,LCM,3,4,4,Medium, High
179813,FIFA21,32,86,86,SUB,4,4,3,High, High
204963,FIFA21,28,86,86,RB,3,3,3,High, High
208830,FIFA21,33,86,86,ST,3,3,3,High, High
189596,FIFA21,30,86,86,CAM,4,4,3,High, High
143076,FIFA21,32,86,86,LF,3,4,4,High, Medium
168542,FIFA21,34,86,86,CAM,4,2,4,High, Medium
178603,FIFA21,31,86,86,CB,4,3,3,High, High
152729,FIFA21,33,86,86,RCB,4,3,2,High, Medium
201535,FIFA21,27,86,88,RCB,3,3,2,Medium, High
177509,FIFA21,31,86,86,SUB,3,3,2,Medium, High
193080,FIFA21,29,86,86,GK,4,3,1,Medium, Medium
177683,FIFA21,31,86,86,GK,3,4,1,Medium, Medium
226161,FIFA22,26,86,89,RM,3,4,3,High, Medium
210514,FIFA22,27,86,87,LB,3,4,4,High, Medium
189332,FIFA22,32,86,86,LB,3,3,3,High, Medium
189509,FIFA22,30,86,86,LCM,3,3,5,Medium, Medium
189513,FIFA22,32,86,86,LCM,2,4,3,Medium, Medium
209499,FIFA22,27,86,88,CDM,3,2,3,Medium, High
208830,FIFA22,34,86,86,ST,3,4,3,High, Medium
218667,FIFA22,26,86,86,SUB,2,3,4,High, High
208093,FIFA22,29,86,86,ST,2,4,3,High, Medium
231866,FIFA22,25,86,89,CDM,3,4,3,Medium, High
178603,FIFA22,32,86,86,LCB,4,3,3,High, High
204485,FIFA22,30,86,86,RW,3,4,5,Medium, Medium
198219,FIFA22,30,86,86,LW,4,4,4,High, Medium
189511,FIFA22,32,86,86,CDM,4,3,3,Medium, Medium
212218,FIFA22,27,86,89,LCB,3,3,2,Medium, Medium
213345,FIFA22,25,86,87,SUB,4,3,4,Medium, Medium
201535,FIFA22,28,86,88,RCB,3,3,2,Medium, High
138956,FIFA22,36,86,86,SUB,4,3,2,Medium, High
232363,FIFA22,26,86,88,RCB,3,3,2,Medium, High
201024,FIFA22,30,86,86,LCB,3,3,2,Medium, High
192984,FIFA22,29,86,87,GK,3,2,1,Medium, Medium
162835,FIFA22,36,86,86,GK,3,3,1,Medium, Medium
212198,FIFA23,27,86,87,LCM,3,3,4,High, High
224232,FIFA23,25,86,89,RCM,3,3,3,High, High
197445,FIFA23,30,86,86,LCB,4,4,3,Medium, Medium
223848,FIFA23,27,86,87,RCM,3,5,4,High, Medium
216352,FIFA23,29,86,86,CDM,3,4,3,Medium, Medium
189509,FIFA23,31,86,86,LCM,3,3,5,Medium, Medium
232411,FIFA23,24,86,89,SUB,3,3,5,High, Medium
231478,FIFA23,24,86,90,LS,3,4,4,High, Medium
189513,FIFA23,33,86,86,LCM,2,4,3,Medium, Medium
211110,FIFA23,28,86,86,LF,3,3,4,High, Low
202652,FIFA23,27,86,86,ST,4,3,4,High, Medium
204485,FIFA23,31,86,86,SUB,3,4,5,Medium, Medium
192387,FIFA23,32,86,86,ST,4,4,3,High, Medium
164240,FIFA23,37,86,86,CB,4,3,2,Medium, High
238794,FIFA23,21,86,92,LW,2,4,5,High, Medium
213345,FIFA23,26,86,87,LM,4,3,5,Medium, Medium
212218,FIFA23,28,86,87,LCB,3,3,2,Medium, Medium
232363,FIFA23,27,86,87,RCB,3,3,2,Low, High
186153,FIFA23,32,86,86,GK,3,3,1,Medium, Medium
234642,FIFA23,30,86,87,GK,2,2,1,Medium, Medium
181291,FIFA21,29,85,85,LCM,3,4,4,High, High
223848,FIFA21,25,85,89,RCM,2,4,4,High, Medium
193747,FIFA21,28,85,85,RCM,3,4,3,High, High
210243,FIFA21,26,85,87,SUB,3,4,3,High, High
188377,FIFA21,30,85,85,RB,3,2,3,High, High
228702,FIFA21,23,85,90,LCM,3,3,4,Medium, High
180206,FIFA21,30,85,85,SUB,3,4,3,Medium, Medium
189509,FIFA21,29,85,85,SUB,3,3,5,Medium, Medium
191043,FIFA21,29,85,85,SUB,3,3,3,High, Medium
189513,FIFA21,31,85,85,RCM,2,4,3,Medium, Medium
231677,FIFA21,22,85,91,LM,2,4,5,High, Medium
188350,FIFA21,31,85,85,RCM,4,4,4,High, Medium
164169,FIFA21,32,85,85,LB,3,3,3,High, Medium
208670,FIFA21,27,85,86,SUB,3,2,5,High, High
202556,FIFA21,26,85,88,RS,3,3,5,High, Low
231866,FIFA21,24,85,88,CDM,2,4,3,Medium, High
190460,FIFA21,28,85,85,SUB,3,5,4,High, High
222492,FIFA21,24,85,90,LM,2,3,4,High, Medium
206113,FIFA21,24,85,87,RM,3,4,4,High, Medium
235790,FIFA21,21,85,93,RM,3,4,4,Medium, Medium
198706,FIFA21,27,85,85,LCM,2,3,4,Medium, Medium
164240,FIFA21,35,85,85,SUB,4,3,2,Medium, High
204485,FIFA21,29,85,85,RW,3,4,5,Medium, Medium
184267,FIFA21,28,85,85,LM,3,3,4,High, Medium
184087,FIFA21,31,85,85,RCB,3,3,2,Medium, Medium
212188,FIFA21,24,85,88,ST,3,4,3,High, Medium
175943,FIFA21,33,85,85,CAM,3,4,4,High, Low
192505,FIFA21,27,85,86,RS,3,4,3,Medium, Medium
198219,FIFA21,29,85,85,LW,3,4,4,High, Medium
235243,FIFA21,20,85,92,SUB,3,4,2,Medium, High
184344,FIFA21,33,85,85,CB,3,4,2,Medium, High
207865,FIFA21,26,85,89,RCB,3,3,3,Medium, High
201399,FIFA21,27,85,86,RS,3,4,3,Medium, Medium
220440,FIFA21,25,85,89,LCB,2,4,2,Medium, High
182493,FIFA21,34,85,85,RCB,3,3,2,Medium, High
232363,FIFA21,25,85,89,RCB,1,4,2,Medium, High
192563,FIFA21,28,85,87,GK,3,3,1,Medium, Medium
230621,FIFA21,21,85,92,GK,3,3,1,Medium, Medium
185122,FIFA21,30,85,85,GK,2,2,1,Medium, Medium
193747,FIFA22,29,85,85,RCM,3,4,3,Medium, Medium
223848,FIFA22,26,85,87,RCM,3,5,4,High, Medium
186942,FIFA22,30,85,85,LCM,3,4,4,High, Medium
188377,FIFA22,31,85,85,RB,3,2,3,High, High
235212,FIFA22,22,85,88,RB,2,4,3,High, Medium
201942,FIFA22,29,85,85,CF,3,4,5,High, High
231677,FIFA22,23,85,89,SUB,3,3,5,High, Medium
231478,FIFA22,23,85,89,LS,3,4,4,High, Medium
164169,FIFA22,32,85,85,LB,3,3,3,High, Medium
205498,FIFA22,29,85,85,LCM,2,3,3,Medium, Medium
188350,FIFA22,32,85,85,CAM,4,4,4,High, Medium
204963,FIFA22,29,85,85,RB,3,3,3,High, Medium
226790,FIFA22,24,85,88,LDM,1,4,3,Medium, High
179813,FIFA22,34,85,85,SUB,4,4,3,High, High
202556,FIFA22,27,85,86,LW,3,3,5,High, Low
206113,FIFA22,25,85,86,RM,4,4,4,High, Medium
143076,FIFA22,33,85,85,LCM,3,4,4,High, Medium
230142,FIFA22,24,85,89,LW,2,3,3,High, Medium
183277,FIFA22,30,85,85,SUB,4,4,4,Medium, Medium
188567,FIFA22,32,85,85,ST,3,4,4,Medium, Low
168542,FIFA22,35,85,85,CAM,4,2,4,High, Medium
184267,FIFA22,28,85,85,LM,3,3,4,High, Medium
164240,FIFA22,36,85,85,CB,4,3,2,Medium, High
235243,FIFA22,21,85,90,LCB,3,3,2,Medium, High
184344,FIFA22,34,85,85,RCB,3,4,2,Medium, High
198176,FIFA22,29,85,85,CB,3,3,2,Medium, High
163587,FIFA22,34,85,85,GK,2,3,1,Medium, Medium
177683,FIFA22,32,85,85,GK,3,4,1,Medium, Medium
185122,FIFA22,31,85,85,GK,3,2,1,Medium, Medium
224334,FIFA23,30,85,85,LB,2,3,3,High, High
208574,FIFA23,29,85,85,LM,3,2,3,High, High
189332,FIFA23,33,85,85,LB,3,3,3,High, Medium
188377,FIFA23,32,85,85,RB,3,2,3,High, High
232656,FIFA23,24,85,90,LB,3,3,3,High, Medium
186942,FIFA23,31,85,85,SUB,3,4,4,High, Medium
224458,FIFA23,25,85,89,SUB,2,5,4,High, High
195864,FIFA23,29,85,85,RES,4,4,5,Medium, Low
188350,FIFA23,33,85,85,CAM,4,4,4,High, Medium
208418,FIFA23,28,85,85,LM,3,4,4,High, High
164169,FIFA23,32,85,85,LB,3,3,3,High, Medium
205498,FIFA23,30,85,85,LCM,2,3,3,Medium, Medium
216594,FIFA23,28,85,85,CAM,3,4,4,High, Medium
208830,FIFA23,35,85,85,ST,3,4,3,High, Medium
251854,FIFA23,19,85,93,LCM,2,4,4,High, High
208093,FIFA23,30,85,85,RS,2,4,3,High, Medium
202556,FIFA23,28,85,85,LW,4,3,5,High, Low
237692,FIFA23,22,85,92,RW,3,3,4,High, High
192629,FIFA23,34,85,85,RS,2,4,3,High, High
206113,FIFA23,26,85,85,RM,4,4,4,High, Medium
188567,FIFA23,33,85,85,SUB,3,4,4,High, Low
189511,FIFA23,33,85,85,CDM,4,3,3,Medium, Medium
234236,FIFA23,26,85,87,ST,3,3,4,High, Medium
235243,FIFA23,22,85,89,RCB,3,3,2,Medium, High
212190,FIFA23,26,85,87,SUB,3,3,3,Medium, Medium
177683,FIFA23,33,85,85,GK,3,4,1,Medium, Medium
185122,FIFA23,32,85,85,GK,3,2,1,Medium, Medium
212462,FIFA21,27,84,85,LB,3,2,3,High, High
209658,FIFA21,25,84,88,LDM,3,4,3,High, Medium
197445,FIFA21,28,84,84,LCB,4,4,3,Medium, Medium
208421,FIFA21,25,84,87,LCM,3,4,3,High, High
200458,FIFA21,26,84,85,LB,2,2,3,High, Medium
135507,FIFA21,35,84,84,RCB,3,4,3,Medium, High
209989,FIFA21,27,84,85,SUB,2,3,3,Medium, High
177413,FIFA21,31,84,84,CDM,3,4,4,Medium, Medium
193165,FIFA21,27,84,84,RW,3,5,4,High, Medium
210035,FIFA21,24,84,88,LB,3,2,3,High, Medium
173210,FIFA21,31,84,84,RES,3,4,3,High, High
216352,FIFA21,27,84,85,LCM,2,4,3,Medium, High
146536,FIFA21,34,84,84,RB,2,2,4,High, Medium
197965,FIFA21,30,84,84,SUB,3,4,3,High, Medium
230658,FIFA21,23,84,89,SUB,2,3,4,Medium, Medium
209889,FIFA21,26,84,85,LM,3,2,4,Medium, Medium
226790,FIFA21,23,84,88,CDM,1,4,3,Medium, High
204838,FIFA21,29,84,84,ST,3,4,3,High, High
231478,FIFA21,22,84,91,LS,1,4,4,High, Medium
211256,FIFA21,27,84,84,LB,3,2,3,High, High
193474,FIFA21,30,84,84,RCM,2,3,3,Medium, High
212194,FIFA21,24,84,88,SUB,3,4,4,High, Medium
176266,FIFA21,33,84,84,CDM,3,3,3,Medium, High
197781,FIFA21,28,84,84,SUB,3,3,4,Medium, Low
199451,FIFA21,29,84,84,ST,2,5,4,High, High
184432,FIFA21,30,84,84,RB,3,3,2,Medium, Medium
190483,FIFA21,29,84,84,SUB,3,3,5,High, Medium
211300,FIFA21,24,84,88,ST,3,3,4,Medium, Medium
192629,FIFA21,32,84,84,ST,2,4,3,High, High
200647,FIFA21,32,84,84,RF,3,4,4,Medium, Medium
230142,FIFA21,23,84,90,LW,1,3,3,High, Medium
185020,FIFA21,33,84,84,RW,3,3,3,High, High
239085,FIFA21,19,84,92,LS,2,3,3,High, High
213345,FIFA21,24,84,88,SUB,3,3,4,Medium, Low
198176,FIFA21,28,84,85,CB,3,4,2,Medium, High
207863,FIFA21,31,84,84,LCB,3,3,2,Medium, High
216460,FIFA21,25,84,88,SUB,2,3,2,Medium, High
212190,FIFA21,24,84,89,SUB,2,3,2,Medium, Medium
226753,FIFA21,24,84,88,GK,3,3,1,Medium, Medium
178005,FIFA21,32,84,84,GK,3,2,1,Medium, Medium
163587,FIFA21,33,84,84,GK,2,3,1,Medium, Medium
189117,FIFA21,29,84,85,GK,3,2,1,Medium, Medium
168435,FIFA21,33,84,84,GK,3,2,1,Medium, Medium
224334,FIFA22,29,84,84,LB,2,3,4,High, High
181291,FIFA22,30,84,84,SUB,3,4,4,High, High
197445,FIFA22,29,84,84,LB,4,4,3,Medium, Medium
224232,FIFA22,24,84,89,RCM,3,3,3,High, High
204923,FIFA22,27,84,85,SUB,3,4,3,High, High
200458,FIFA22,27,84,84,LB,2,2,3,High, Medium
208574,FIFA22,28,84,84,LM,3,2,3,High, High
216352,FIFA22,28,84,84,CDM,3,4,3,Medium, Medium
183711,FIFA22,31,84,84,RCM,3,3,3,High, High
230938,FIFA22,24,84,86,LDM,3,4,3,High, High
216393,FIFA22,24,84,87,RDM,2,5,4,Medium, Medium
210243,FIFA22,27,84,84,RB,3,4,3,High, High
232656,FIFA22,23,84,90,LB,3,3,3,High, Medium
186345,FIFA22,30,84,84,SUB,2,4,3,Medium, Medium
173210,FIFA22,31,84,84,RES,3,4,3,High, High
146536,FIFA22,35,84,84,RB,2,2,4,High, Medium
209889,FIFA22,27,84,84,LB,3,2,4,High, Low
205988,FIFA22,25,84,86,LB,2,2,3,High, Medium
216594,FIFA22,27,84,84,CAM,3,4,4,High, Medium
199434,FIFA22,32,84,84,LW,3,3,4,Medium, Medium
199451,FIFA22,30,84,84,ST,2,5,4,High, Low
208418,FIFA22,27,84,84,LM,3,4,4,High, High
208670,FIFA22,28,84,84,SUB,3,2,5,High, High
222492,FIFA22,25,84,87,LM,3,2,4,Medium, Low
192629,FIFA22,33,84,84,RS,2,4,3,High, High
228941,FIFA22,25,84,85,ST,3,3,4,Medium, Medium
237692,FIFA22,21,84,92,SUB,3,3,4,High, Medium
200647,FIFA22,33,84,84,SUB,3,4,5,Medium, Medium
184134,FIFA22,33,84,84,CDM,2,3,3,Medium, Medium
41236,FIFA22,39,84,84,SUB,5,4,5,Medium, Low
235790,FIFA22,22,84,92,LW,3,4,4,Medium, Medium
206517,FIFA22,25,84,85,LW,3,3,4,High, Medium
212188,FIFA22,25,84,87,SUB,3,4,3,High, Medium
198706,FIFA22,28,84,84,LCM,2,3,4,Medium, Medium
175943,FIFA22,34,84,84,RES,3,4,4,High, Low
152729,FIFA22,34,84,84,LCB,4,3,2,High, Medium
207862,FIFA22,27,84,85,RCB,3,3,2,Medium, Medium
203263,FIFA22,28,84,86,LCB,3,3,2,High, High
207863,FIFA22,32,84,84,SUB,3,3,2,Low, High
216460,FIFA22,26,84,88,CB,2,3,2,Medium, High
204639,FIFA22,30,84,84,RCB,2,3,2,Medium, High
226753,FIFA22,24,84,88,GK,3,3,1,Medium, Medium
215698,FIFA22,25,84,89,GK,2,4,1,Medium, Medium
202811,FIFA22,28,84,85,GK,3,4,1,Medium, Medium
193080,FIFA22,30,84,84,GK,4,3,1,Medium, Medium
228251,FIFA23,26,84,87,RCM,2,4,3,High, High
226161,FIFA23,27,84,85,RCM,3,4,3,High, Medium
212616,FIFA23,28,84,84,SUB,1,3,4,High, Medium
181458,FIFA23,33,84,84,SUB,3,5,4,High, Medium
176580,FIFA23,35,84,84,LS,4,4,3,High, Medium
235212,FIFA23,23,84,87,RWB,2,4,4,High, Medium
241096,FIFA23,22,84,90,RCM,1,4,3,Medium, High
238074,FIFA23,22,84,88,RWB,2,3,3,High, Medium
190286,FIFA23,31,84,84,RM,2,3,4,High, Medium
230938,FIFA23,25,84,86,SUB,3,4,3,High, High
239053,FIFA23,23,84,90,SUB,1,4,3,High, High
216393,FIFA23,25,84,86,RDM,2,5,4,Medium, Medium
252371,FIFA23,19,84,91,LDM,2,4,4,High, High
186345,FIFA23,31,84,84,RB,2,4,3,Medium, Medium
173210,FIFA23,31,84,84,RES,3,4,3,High, High
208128,FIFA23,28,84,84,LCM,3,4,4,High, High
234396,FIFA23,21,84,89,LB,3,4,4,High, Low
209989,FIFA23,29,84,84,RCM,2,3,3,Medium, High
183898,FIFA23,34,84,84,RW,4,2,5,High, Medium
207410,FIFA23,28,84,84,SUB,3,4,4,High, High
155862,FIFA23,36,84,84,RCB,4,3,3,High, Medium
233064,FIFA23,23,84,87,RW,3,4,3,High, High
242444,FIFA23,22,84,90,LS,2,4,5,Medium, Medium
222665,FIFA23,23,84,89,CAM,3,2,5,High, Medium
199434,FIFA23,33,84,84,ST,3,3,4,Medium, Medium
204963,FIFA23,30,84,84,RB,3,3,3,High, Medium
199451,FIFA23,31,84,84,ST,2,5,4,High, Low
189575,FIFA23,29,84,84,LM,2,3,4,High, Medium
226790,FIFA23,25,84,86,RES,1,4,3,Medium, High
222492,FIFA23,26,84,85,SUB,3,2,4,Medium, Medium
234378,FIFA23,23,84,87,LDM,1,3,2,Medium, High
235805,FIFA23,24,84,90,RES,3,4,4,High, Medium
269761,FIFA23,24,84,91,RS,1,4,5,High, Low
210935,FIFA23,27,84,84,SUB,2,3,4,Medium, Medium
230142,FIFA23,25,84,86,LW,2,3,3,High, Medium
241084,FIFA23,25,84,87,LW,1,4,4,High, Medium
183277,FIFA23,31,84,84,SUB,4,4,4,Medium, Medium
240130,FIFA23,24,84,89,SUB,2,3,2,Medium, Medium
143076,FIFA23,34,84,84,LW,3,4,4,High, Medium
178603,FIFA23,33,84,84,RCB,4,3,3,Medium, Medium
206517,FIFA23,26,84,85,LW,3,3,4,High, Medium
220814,FIFA23,26,84,86,LCB,3,2,2,Medium, Medium
198219,FIFA23,31,84,84,LW,4,4,4,High, Medium
175943,FIFA23,35,84,84,CF,3,4,4,High, Low
233049,FIFA23,22,84,88,LW,3,3,5,High, Medium
241721,FIFA23,23,84,90,LW,1,4,4,Medium, Low
241852,FIFA23,22,84,88,LM,2,3,4,High, Low
180930,FIFA23,36,84,84,SUB,3,5,3,Medium, Medium
184344,FIFA23,35,84,84,RCB,3,4,2,Medium, High
241486,FIFA23,23,84,89,RCB,2,3,2,High, High
246430,FIFA23,22,84,91,ST,2,3,3,Medium, Medium
201535,FIFA23,29,84,85,LCB,3,4,2,Medium, High
197061,FIFA23,30,84,84,RCB,2,2,2,Medium, Medium
237383,FIFA23,23,84,90,LCB,1,3,2,Medium, High
232756,FIFA23,24,84,90,LCB,2,4,2,Medium, High
198176,FIFA23,30,84,84,CB,3,3,2,Medium, High
138956,FIFA23,37,84,84,LCB,4,3,2,Medium, High
204639,FIFA23,31,84,84,RCB,2,3,2,Medium, High
202811,FIFA23,29,84,84,GK,3,4,1,Medium, Medium
192984,FIFA23,30,84,85,GK,3,2,1,Medium, Medium
162835,FIFA23,37,84,84,GK,3,3,1,Medium, Medium
209981,FIFA23,31,84,84,GK,1,2,1,Medium, Medium
224334,FIFA21,28,83,83,LB,2,3,4,High, High
187961,FIFA21,31,83,83,LDM,3,4,4,High, High
178518,FIFA21,32,83,83,SUB,3,3,3,High, High
181872,FIFA21,33,83,83,CAM,4,4,3,High, High
208574,FIFA21,27,83,83,LM,2,2,3,High, High
204923,FIFA21,26,83,85,LDM,3,4,3,High, High
176676,FIFA21,32,83,83,SUB,4,4,5,High, Low
205070,FIFA21,28,83,83,RW,1,4,3,High, High
211117,FIFA21,24,83,87,SUB,3,3,4,High, High
169195,FIFA21,32,83,83,LCM,2,4,4,High, High
162347,FIFA21,33,83,83,LCM,3,4,3,High, High
